kind	key	db	owner_doc	cpp_ref	rust_target	status	test_gate	notes
prepared_statement	LOGIN_SEL_ACCOUNT_INFO_CONTINUED_SESSION	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:41; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:38	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_LOGON	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:42; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:39	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_ID_BY_NAME	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:43; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:40	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_LIST_BY_NAME	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:44; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:41	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_INFO_BY_NAME	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:45; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:42	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	multiline_sql;direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_LIST_BY_EMAIL	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:46; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:48	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_BY_IP	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:47; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:49	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_INS_IP_BANNED	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:48; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:51	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_DEL_IP_NOT_BANNED	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:49; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:52	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_IP_BANNED_ALL	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:50; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:31	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_IP_BANNED_BY_IP	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:51; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:32	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_BY_ID	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:52; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:50	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_INS_ACCOUNT_BANNED	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:53; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:53	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_ACCOUNT_NOT_BANNED	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:54; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:54	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_DEL_REALM_CHARACTERS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:55; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:55	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_REP_REALM_CHARACTERS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:56; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:56	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_SUM_REALM_CHARACTERS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:57; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:57	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_INS_ACCOUNT	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:58; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:58	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_INS_REALM_CHARACTERS_INIT	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:59; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:59	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_EXPANSION	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:60; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:60	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_ACCOUNT_LOCK	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:61; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:61	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_ACCOUNT_LOCK_COUNTRY	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:62; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:62	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_INS_LOG	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:63; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:63	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_USERNAME	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:64; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:64	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_EMAIL	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:65; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:65	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_REG_EMAIL	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:66; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:66	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_MUTE_TIME	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:67; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:67	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_MUTE_TIME_LOGIN	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:68; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:68	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_LAST_IP	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:69; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:69	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_LAST_ATTEMPT_IP	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:70; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:70	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_ACCOUNT_ONLINE	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:71; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:71	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_UPD_UPTIME_PLAYERS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:72; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:72	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_DEL_OLD_LOGS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:73; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:73	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_DEL_ACCOUNT_ACCESS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:74; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:74	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_DEL_ACCOUNT_ACCESS_BY_REALM	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:75; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:75	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_INS_ACCOUNT_ACCESS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:76; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:76	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_GET_ACCOUNT_ID_BY_USERNAME	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:77; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:77	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_GET_GMLEVEL_BY_REALMID	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:78; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:78	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_GET_USERNAME_BY_ID	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:79; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:79	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_CHECK_PASSWORD	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:80; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:80	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_CHECK_PASSWORD_BY_NAME	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:81; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:81	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_PINFO	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:82; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:82	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_PINFO_BANS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:83; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:83	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_GM_ACCOUNTS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:84; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:84	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_INFO	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:85; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:85	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_ACCESS_SECLEVEL_TEST	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:86; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:86	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_ACCESS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:87; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:87	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
prepared_statement	LOGIN_SEL_ACCOUNT_WHOIS	auth_login	database-framework.md	/home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.h:88; /home/server/woltk-trinity-legacy/src/server/database/Database/Implementation/LoginDatabase.cpp:88	crates/wow-database; crates/wow-database/src/lib.rs; crates/wow-database/src/database.rs; crates/wow-database/src/error.rs; crates/wow-database/src/params.rs	rust_statement_named	#DATABASE_FRAMEWORK.TEST.003	direct_prepare
